timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1623604903155;1396;Login;200;OK;Sharp Games 1-118;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1394;0;388
1623604904140;1386;Login;200;OK;Sharp Games 1-119;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1381;0;397
1623604905140;1347;Login;200;OK;Sharp Games 1-120;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1344;0;407
1623604906141;833;Login;200;OK;Sharp Games 1-121;text;TRUE;;956;221;1;1;https://sharpauviluck.id/tampan.php;833;0;401
1623604907154;825;Login;200;OK;Sharp Games 1-122;text;TRUE;;956;221;1;1;https://sharpauviluck.id/tampan.php;824;0;401
1623604908146;1878;Login;200;OK;Sharp Games 1-123;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1878;0;408
1623604909139;1382;Login;200;OK;Sharp Games 1-124;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1382;0;407
1623604910138;2278;Login;200;OK;Sharp Games 1-125;text;TRUE;;960;221;3;3;https://sharpauviluck.id/tampan.php;2278;0;1073
1623604911139;1359;Login;200;OK;Sharp Games 1-126;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1358;0;406
1623604912138;1352;Login;200;OK;Sharp Games 1-127;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1352;0;407
1623604913139;1330;Login;200;OK;Sharp Games 1-128;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1328;0;385
1623604914138;1385;Login;200;OK;Sharp Games 1-129;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1385;0;416
1623604915138;1354;Login;200;OK;Sharp Games 1-130;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1354;0;411
1623604916138;1359;Login;200;OK;Sharp Games 1-131;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1359;0;395
1623604917139;807;Login;200;OK;Sharp Games 1-132;text;TRUE;;962;221;1;1;https://sharpauviluck.id/tampan.php;807;0;400
1623604918138;1373;Login;200;OK;Sharp Games 1-133;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1373;0;402
1623604919138;803;Login;200;OK;Sharp Games 1-134;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;802;0;393
1623604920148;1416;Login;200;OK;Sharp Games 1-135;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1416;0;417
1623604921138;1344;Login;200;OK;Sharp Games 1-136;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1344;0;403
1623604922138;1353;Login;200;OK;Sharp Games 1-137;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1353;0;397
1623604923139;806;Login;200;OK;Sharp Games 1-138;text;TRUE;;954;221;1;1;https://sharpauviluck.id/tampan.php;806;0;401
1623604924138;1365;Login;200;OK;Sharp Games 1-139;text;TRUE;;968;221;2;2;https://sharpauviluck.id/tampan.php;1365;0;408
1623604925139;1341;Login;200;OK;Sharp Games 1-140;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1341;0;401
1623604926138;1383;Login;200;OK;Sharp Games 1-141;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1382;0;406
1623604927139;1391;Login;200;OK;Sharp Games 1-142;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1391;0;405
1623604928139;1387;Login;200;OK;Sharp Games 1-143;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1387;0;401
1623604929138;1337;Login;200;OK;Sharp Games 1-144;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1336;0;392
1623604930139;1357;Login;200;OK;Sharp Games 1-145;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1357;0;411
1623604931139;1387;Login;200;OK;Sharp Games 1-146;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1387;0;411
1623604932139;1370;Login;200;OK;Sharp Games 1-147;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1370;0;404
1623604933139;1501;Login;200;OK;Sharp Games 1-148;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1501;0;404
1623604934141;1390;Login;200;OK;Sharp Games 1-149;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1390;0;408
1623604935149;1197;Login;200;OK;Sharp Games 1-150;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1197;0;410
1623604936138;1397;Login;200;OK;Sharp Games 1-151;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1397;0;404
1623604937139;829;Login;200;OK;Sharp Games 1-152;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;829;0;406
1623604938139;1337;Login;200;OK;Sharp Games 1-153;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1336;0;388
1623604939149;1403;Login;200;OK;Sharp Games 1-154;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1391;0;413
1623604940138;1388;Login;200;OK;Sharp Games 1-155;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1386;0;416
1623604941138;851;Login;200;OK;Sharp Games 1-156;text;TRUE;;962;221;1;1;https://sharpauviluck.id/tampan.php;851;0;421
1623604942139;826;Login;200;OK;Sharp Games 1-157;text;TRUE;;960;221;1;1;https://sharpauviluck.id/tampan.php;812;0;404
1623604943138;1406;Login;200;OK;Sharp Games 1-158;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1405;0;397
1623604944153;832;Login;200;OK;Sharp Games 1-159;text;TRUE;;954;221;1;1;https://sharpauviluck.id/tampan.php;832;0;412
1623604945140;1382;Login;200;OK;Sharp Games 1-160;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1382;0;407
1623604946140;1327;Login;200;OK;Sharp Games 1-161;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1327;0;390
1623604947139;820;Login;200;OK;Sharp Games 1-162;text;TRUE;;964;221;1;1;https://sharpauviluck.id/tampan.php;820;0;401
1623604948139;847;Login;200;OK;Sharp Games 1-163;text;TRUE;;956;221;1;1;https://sharpauviluck.id/tampan.php;847;0;403
1623604949143;830;Login;200;OK;Sharp Games 1-164;text;TRUE;;962;221;1;1;https://sharpauviluck.id/tampan.php;830;0;408
1623604950139;1385;Login;200;OK;Sharp Games 1-165;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1385;0;434
1623604951139;2386;Login;200;OK;Sharp Games 1-166;text;TRUE;;962;221;3;3;https://sharpauviluck.id/tampan.php;2386;0;1426
1623604952139;1404;Login;200;OK;Sharp Games 1-167;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1404;0;429
1623604953138;1386;Login;200;OK;Sharp Games 1-168;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1383;0;404
1623604954154;830;Login;200;OK;Sharp Games 1-169;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;830;0;406
1623604955155;1407;Login;200;OK;Sharp Games 1-170;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1407;0;404
1623604956139;1363;Login;200;OK;Sharp Games 1-171;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1363;0;403
1623604957141;827;Login;200;OK;Sharp Games 1-172;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;827;0;404
1623604958141;1464;Login;200;OK;Sharp Games 1-173;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1449;0;411
1623604959141;849;Login;200;OK;Sharp Games 1-174;text;TRUE;;962;221;1;1;https://sharpauviluck.id/tampan.php;849;0;428
1623604960140;1348;Login;200;OK;Sharp Games 1-175;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1348;0;387
1623604961143;1330;Login;200;OK;Sharp Games 1-176;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1330;0;390
1623604962142;1648;Login;200;OK;Sharp Games 1-177;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1648;0;1211
1623604963139;1347;Login;200;OK;Sharp Games 1-178;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1346;0;407
